RecordNo,q,a
2721,Q6,Ingen
2724,Q6,
2725,Q6,Word
2725,Q6,mail
2725,Q6,dropbox
2725,Q6,wunderlist
2725,Q6,
2727,Q6,Windows
2728,Q6,
2730,Q6,...
2732,Q6,
2736,Q6,-
2750,Q6,Time
2750,Q6,notes. Yr
2752,Q6,
2760,Q6,
2762,Q6,Mail
2778,Q6,
2780,Q6,office
2786,Q6,ingen
2790,Q6,
2795,Q6,
2796,Q6,
2815,Q6,
2824,Q6,
2835,Q6,
2837,Q6,
2840,Q6,
2850,Q6,
2852,Q6,OneNote
2856,Q6,
2857,Q6,Ved ikke
2859,Q6,
2865,Q6,microsoft word
2865,Q6,microsoft excel
2865,Q6,e-mail
2874,Q6,
2875,Q6,Google
2875,Q6,Microsoft Word
2875,Q6,Microsoft Windows
2875,Q6,Microsoft Explorer
2875,Q6,Firefox
2875,Q6,Google Chrome
2875,Q6,Aarhus kommunes digitale intra
2878,Q6,Ekj
2880,Q6,
2881,Q6,
2884,Q6,Gyldendal
2884,Q6,clio
2884,Q6,emu
2889,Q6,Content
2895,Q6,
2896,Q6,
2897,Q6,
2900,Q6,
2907,Q6,
2912,Q6,
2914,Q6,Care
2917,Q6,iBooks
2917,Q6,audible
2917,Q6,LinkedIn
2928,Q6,?
2930,Q6,
2932,Q6,
2934,Q6,
2936,Q6,Office 365
2936,Q6,outlook 365
2936,Q6,salesforce
2936,Q6,speedtest
2936,Q6,chrome
2936,Q6,safari
2936,Q6,fieldservice
2936,Q6,airtable
2936,Q6,
2939,Q6,Fff
2945,Q6,
2949,Q6,
2952,Q6,
2953,Q6,
2956,Q6,mail
2964,Q6,Ipad
2966,Q6,
2967,Q6,
2969,Q6,
2973,Q6,
2977,Q6,
2978,Q6,Sketchbook
2980,Q6,Ingen specielt
2992,Q6,
2993,Q6,ved ikke
2994,Q6,
3e3,Q6,Ibg basis
3005,Q6,
3013,Q6,Intra
3028,Q6,Husker ikke
3030,Q6,
3033,Q6,
3040,Q6,
3048,Q6,
3049,Q6,
3058,Q6,Ingen
3066,Q6,Dox
3069,Q6,
3071,Q6,
3072,Q6,
3075,Q6,Windows xp
3089,Q6,
3091,Q6,
3094,Q6,Ingen
3095,Q6,Ved ik
3096,Q6,
3098,Q6,Det ved jeg ikke
3100,Q6,Byggeweb
3106,Q6,
3109,Q6,Ingen
3112,Q6,Skema
3112,Q6,intra
3113,Q6,
3114,Q6,
3116,Q6,Pages
3118,Q6,Mit sygehus
3125,Q6,Husker ikke navnet
3131,Q6,
3134,Q6,
3137,Q6,
3140,Q6,Mail
3140,Q6,Xcode
3143,Q6,Godmail.dk
3143,Q6,Chrome
3143,Q6,Maos
3143,Q6,S planer
3143,Q6,kamera
3143,Q6,galleri
3145,Q6,pas
3150,Q6,Email
3156,Q6,
3158,Q6,
3166,Q6,na
3179,Q6,works
3179,Q6,internet
3192,Q6,
3193,Q6,
3194,Q6,Gnæo
3195,Q6,Power point
3202,Q6,Ingen
3203,Q6,MS outlook
3207,Q6,Ingen
3211,Q6,
3212,Q6,
3213,Q6,
3219,Q6,
3222,Q6,
3228,Q6,
3232,Q6,.
3235,Q6,
3244,Q6,
3247,Q6,Word
3252,Q6,
3254,Q6,
3259,Q6,Cetrea
3263,Q6,Skype
3263,Q6,outlook
3263,Q6,explorer
3271,Q6,Icloud
3271,Q6,Office 365
3271,Q6,Google
3273,Q6,?
3274,Q6,
3276,Q6,
3277,Q6,
3279,Q6,Outlook
3285,Q6,
3287,Q6,
3289,Q6,
3290,Q6,
3292,Q6,Nexus
3298,Q6,Care
3302,Q6,
3307,Q6,
3308,Q6,
3310,Q6,
3314,Q6,Samme som på telefon plus hangman og diverse læseapps
3320,Q6,Promedicin
3328,Q6,
3330,Q6,google
3335,Q6,
3336,Q6,Skype
3336,Q6,Gmail
3340,Q6,1
3341,Q6,Kommunale apps
3351,Q6,Kamera
3352,Q6,
3355,Q6,
3358,Q6,Pro medicin
3358,Q6,Care
3361,Q6,Safari
3362,Q6,det samme
3364,Q6,desværre
3374,Q6,
3379,Q6,
3387,Q6,
3405,Q6,
3408,Q6,
3414,Q6,
3417,Q6,
3422,Q6,bdfdfadfa
3427,Q6,?
3428,Q6,Windows
3433,Q6,Ingen
3435,Q6,Ved ikke
3438,Q6,Ok
3440,Q6,
3443,Q6,
3446,Q6,
3448,Q6,
3458,Q6,aabenraa
3458,Q6,vitamind
3458,Q6,infotavle
3462,Q6,
3465,Q6,Ved ikke
3467,Q6,J
3470,Q6,
3478,Q6,
3480,Q6,
3482,Q6,
3483,Q6,
3494,Q6,Ved ikke
3499,Q6,Microsoft word
3499,Q6,notes
3499,Q6,prestenter
3505,Q6,
3514,Q6,
3516,Q6,ios
3517,Q6,
3518,Q6,
3522,Q6,Keynote
3522,Q6,google docs
3523,Q6,
3524,Q6,C
3528,Q6,
3536,Q6,
3537,Q6,fgb
3538,Q6,Vv bæbbæb
3543,Q6,
3559,Q6,
3564,Q6,Det ved jeg ikke
3572,Q6,
3574,Q6,Ds
3575,Q6,F
3577,Q6,
3578,Q6,
3580,Q6,Outlook
3580,Q6,excell
3580,Q6,word
3580,Q6,chrome
3587,Q6,
3593,Q6,
3597,Q6,
3599,Q6,
3600,Q6,
3601,Q6,Ipad
3601,Q6,macbook
3601,Q6,pc
3602,Q6,Twitter
3602,Q6,facebook
3604,Q6,Pensionist
3611,Q6,D
3612,Q6,Gf
3613,Q6,Ingen
3620,Q6,G
3621,Q6,J
3622,Q6,G
3632,Q6,Tizen
3633,Q6,K
3637,Q6,google
3637,Q6,pdf
3637,Q6,
3644,Q6,
3648,Q6,
3660,Q6,
3663,Q6,Ingen
3667,Q6,
3668,Q6,
3669,Q6,Microsoft Office
3671,Q6,Jamen jeg beklager altså men min tablet er blot en jeg medtager på fly og altså rejser etc. og jeg bruger den udelukkende til at søge informationer.
3677,Q6,Ingen særlige
3678,Q6,God
3679,Q6,
3679,Q6,
3680,Q6,Cd
3684,Q6,apple
3690,Q6,
3702,Q6,
3710,Q6,ved ikk
3718,Q6,
3719,Q6,
3720,Q6,Ingen
3724,Q6,Touch id
3724,Q6,kalender
3724,Q6,mail
3724,Q6,safari
3724,Q6,eprint
3724,Q6,
3728,Q6,
3731,Q6,
3733,Q6,neutralt
3737,Q6,Orker ik
3740,Q6,Dokumentation
3743,Q6,
3755,Q6,
3757,Q6,
3761,Q6,Ingen
3762,Q6,Ingen
3763,Q6,
3778,Q6,Buubb
3781,Q6,
3782,Q6,
3787,Q6,
3789,Q6,
3798,Q6,Ingen
3799,Q6,
3801,Q6,
3807,Q6,microsoft
3815,Q6,
3820,Q6,
3823,Q6,
3825,Q6,Microsoft Office
3825,Q6,Outlook
3825,Q6,Airmail
3825,Q6,Scrivener
3833,Q6,Skanning og xl regneark
3839,Q6,
3845,Q6,
3858,Q6,Samme som på mobil
3865,Q6,Google drev
3865,Q6,Google g-mail
3865,Q6,Google kalender
3870,Q6,
3872,Q6,
3873,Q6,
3882,Q6,
3889,Q6,
3894,Q6,KMD Care
3894,Q6,Kamera
3895,Q6,Ved ikke
3902,Q6,
3903,Q6,?
3925,Q6,
3943,Q6,
3944,Q6,C
1,Q7,Draw
5,Q7,webmail
6,Q7,Microsoft sharepoint
16,Q7,Don't know
19,Q7,google
23,Q7,BMC TrueSight
23,Q7,BMC Remedy
25,Q7,ingen
27,Q7,Don't know
29,Q7,Word
29,Q7,Excel
29,Q7,powerpoint
29,Q7,ca 20 forskellige programmer indenfor sundhedsvæsenet
30,Q7,Draw.io
30,Q7,Elevplan.dk
30,Q7,Itslearning.com
33,Q7,Access pi humanostics
33,Q7,pi learning indicator humanostics
33,Q7,successfactors fasthire
34,Q7,Don't know
35,Q7,Don't know
36,Q7,I build my own
37,Q7,diverse online programmer
38,Q7,Don't know
39,Q7,Don't know
40,Q7,Ingen
45,Q7,Læs forrige
46,Q7,ingen
49,Q7,Don't know
51,Q7,Fuze
51,Q7,Google mail
51,Q7,google apps
51,Q7,xactly
51,Q7,ultipro
51,Q7,concur
57,Q7,Microsoft Office 365
59,Q7,Don't know
62,Q7,nexus
63,Q7,Don't know
64,Q7,Livre
64,Q7,microsoft
64,Q7,EPJ
64,Q7,edok
64,Q7,
74,Q7,Geckoboard
74,Q7,Skype4Business
74,Q7,Carlsson
74,Q7,
76,Q7,Don't know
77,Q7,Microsoft OneDrive
77,Q7,Microsoft Office 2016
77,Q7,Microsoft Office 365
77,Q7,Citrix
77,Q7,Milestone
77,Q7,Pelco
77,Q7,Siemens Desigo CTS.
81,Q7,Don't know
84,Q7,Atlassian Jira
84,Q7,Atlassian Confluence
84,Q7,Microsoft Sharepoint
84,Q7,Jenkins
90,Q7,Don't know
93,Q7,Don't know
95,Q7,Don't know
97,Q7,Don't know
100,Q7,Dinero
105,Q7,Ingen
108,Q7,Don't know
112,Q7,Equus
112,Q7,Krak
112,Q7,Gmail
112,Q7,Facebook Messenger
114,Q7,Fujitsu Siemens
114,Q7,Silkeborg data
118,Q7,ingen ide
119,Q7,Don't know
129,Q7,Don't know
130,Q7,Don't know
136,Q7,google
136,Q7,
142,Q7,Ingen
143,Q7,Don't know
145,Q7,Don't know
146,Q7,Don't know
147,Q7,Don't know
154,Q7,Don't know
155,Q7,Hvor faen skulle Jeg vide det fra
161,Q7,Pas
168,Q7,-
169,Q7,.?
171,Q7,Firma udviklede programmer
173,Q7,Chrome
173,Q7,LinkedIn
174,Q7,google
174,Q7,
176,Q7,Google
179,Q7,dataløn
179,Q7,remedy
179,Q7,clarity
179,Q7,noget e-leaning
179,Q7,lynda.com
184,Q7,
184,Q7,
185,Q7,Don't know
190,Q7,C5
191,Q7,?
192,Q7,Nexus
193,Q7,Don't know
205,Q7,Don't know
207,Q7,Navigator fra Bering IT
208,Q7,Google søgemaskine
209,Q7,Don't know
210,Q7,-
212,Q7,Don't know
214,Q7,JIRA
216,Q7,sitecore
216,Q7,qlikview
216,Q7,øss
216,Q7,surveyxact
216,Q7,sdupro
218,Q7,ingen
220,Q7,Don't know
221,Q7,Ingen
225,Q7,multisim
226,Q7,Don't know
228,Q7,-
237,Q7,Dw3
237,Q7,synchronicer
237,Q7,skyhost
237,Q7,cc
240,Q7,Dynamic Web
241,Q7,Don't know
242,Q7,eget internt system
244,Q7,Sceduler
246,Q7,Google Drev
252,Q7,Microsoft PowerBI
252,Q7,Google Maps
252,Q7,LinkedIN
254,Q7,Ved ikke
255,Q7,Spotify
255,Q7,Facebook
257,Q7,Salesforce
258,Q7,Ved ikke
259,Q7,Don't know
263,Q7,Don't know
264,Q7,Mxtoolbox
264,Q7,dk-hostmasters
264,Q7,remedy
264,Q7,concur
267,Q7,Don't know
271,Q7,Gartner.com
271,Q7,Forrester.com
273,Q7,Don't know
275,Q7,Economic Udgift
277,Q7,Don't know
285,Q7,Canvas
286,Q7,z
287,Q7,bruger ikke web-apps
288,Q7,Servicenow
288,Q7,sharepoint
301,Q7,Don't know
303,Q7,Mailchimp
303,Q7,WordPress
305,Q7,Sharefiles
308,Q7,Don't know
312,Q7,Don't know
314,Q7,Don't know
315,Q7,Ingen
316,Q7,Don't know
317,Q7,Don't know
323,Q7,Don't know
324,Q7,Don't know
328,Q7,Don't know
329,Q7,Don't know
332,Q7,Don't know
333,Q7,Medinfo
333,Q7,promedicin
333,Q7,janusinfo
333,Q7,IOTA m.fl.
334,Q7,Dinero
334,Q7,Microsoft Office 365
334,Q7,Wordpress
336,Q7,Don't know
337,Q7,Don't know
339,Q7,Don't know
340,Q7,Don't know
342,Q7,Don't know
344,Q7,?
346,Q7,.
351,Q7,citrix/DXC/CSC
354,Q7,Office.com
355,Q7,Google drive/docs
355,Q7,Viggo
355,Q7,
357,Q7,Don't know
359,Q7,FSIII
363,Q7,Don't know
364,Q7,Don't know
366,Q7,KMD
367,Q7,-
372,Q7,Safari
376,Q7,google
380,Q7,Don't know
381,Q7,Don't know
382,Q7,Don't know
385,Q7,First Agenda Prepare
385,Q7,KarnovGroup Karnov
385,Q7,CPR
388,Q7,Don't know
391,Q7,support.sap.com
393,Q7,Undervisningsmaterialer
399,Q7,
399,Q7,
408,Q7,Don't know
409,Q7,Google Docs og Drive
409,Q7,Outlook
410,Q7,Don't know
414,Q7,Don't know
419,Q7,Navicen
423,Q7,Don't know
427,Q7,notes
433,Q7,Don't know
437,Q7,Don't know
446,Q7,Ingen
447,Q7,Dropbox
448,Q7,Don't know
450,Q7,Don't know
451,Q7,Ingen
456,Q7,sfasfff
465,Q7,Mamde
469,Q7,google
470,Q7,Ingen
472,Q7,Karnov Group Denmark og Sharepoint
473,Q7,winfinans
475,Q7,Don't know
477,Q7,Kan ikke komme i tanke om nogen.
478,Q7,Wegxd
479,Q7,Zendesk
482,Q7,Don't know
486,Q7,Don't know
488,Q7,office 365 ms
489,Q7,Don't know
490,Q7,Superoffice
492,Q7,Alineas fagportaler dansk
492,Q7,engelsk
492,Q7,matematik
494,Q7,Ordbogen.com
495,Q7,Ved ikke
498,Q7,?
499,Q7,Chrome
499,Q7,Skype for business
509,Q7,DaluxFM
509,Q7,autocad
511,Q7,Microsoft
513,Q7,Don't know
515,Q7,office 365
517,Q7,SDL Trados
517,Q7,Memsource
518,Q7,Ufattelig mange
519,Q7,Don't know
521,Q7,Translate.google.com
522,Q7,x
523,Q7,Oracle baseret system
523,Q7,HRGonline booking tool
523,Q7,
536,Q7,Don't know
537,Q7,Jira
545,Q7,Don't know
554,Q7,Don't know
560,Q7,Karkov
560,Q7,synopsis
563,Q7,Heracles
563,Q7,JIRA
567,Q7,
567,Q7,
572,Q7,Inegn
577,Q7,
577,Q7,
579,Q7,Mdm
579,Q7,Telenor vipcenter
579,Q7,Cisco finesse
579,Q7,
581,Q7,MS Office hele pakken
582,Q7,Don't know
583,Q7,Forstår
583,Q7,ikke sp
583,Q7,
586,Q7,Don't know
594,Q7,Don't know
597,Q7,Nexus
600,Q7,Don't know
607,Q7,Don't know
609,Q7,Don't know
612,Q7,Don't know
616,Q7,Don't know
620,Q7,
620,Q7,
622,Q7,Boss
622,Q7,
625,Q7,?
627,Q7,Don't know
628,Q7,Don't know
633,Q7,Eg Webtid
633,Q7,DocMover
634,Q7,Don't know
644,Q7,Don't know
645,Q7,Zendesk
645,Q7,zoho
648,Q7,Don't know
650,Q7,ved ikke
651,Q7,Samme som sidst
653,Q7,Don't know
657,Q7,Husker ikke
659,Q7,div
661,Q7,Don't know
662,Q7,Don't know
666,Q7,Don't know
669,Q7,Don't know
676,Q7,Don't know
682,Q7,Don't know
683,Q7,Netbank (Danske bank)
690,Q7,Outlook 2016
690,Q7,Adobe Acrobat XL Standard
690,Q7,Adobe Acrobat Reader 2017
690,Q7,Word 2016
690,Q7,Internet Explorer
690,Q7,GetOrganized!
690,Q7,EazyProject
690,Q7,Webkort (Silkeborg Kommune)
690,Q7,BBR.dk
690,Q7,Tinglysning.dk
690,Q7,Skype
690,Q7,Competella
690,Q7,Plandata.dk
690,Q7,Medarbejdernet (Silkeborg Data)
694,Q7,Microsoft office
696,Q7,-
699,Q7,Ved ikke
703,Q7,Mobilbank
709,Q7,Epj og endobase
714,Q7,Don't know
718,Q7,Don't know
720,Q7,ved ikke
732,Q7,Don't know
736,Q7,?
738,Q7,Don't know
739,Q7,Office 365
742,Q7,?
744,Q7,Don't know
745,Q7,browser
745,Q7,mail
745,Q7,kalender
745,Q7,
747,Q7,Don't know
749,Q7,Don't know
750,Q7,ingen
761,Q7,BW
762,Q7,Don't know
763,Q7,Clio
763,Q7,printtest
768,Q7,Don't know
780,Q7,-
781,Q7,Don't know
783,Q7,Det kan jeg slet ikke
787,Q7,Don't know
790,Q7,Don't know
795,Q7,Don't know
796,Q7,Don't know
803,Q7,?
804,Q7,windows
806,Q7,df
813,Q7,Kahoot
813,Q7,screencastomatic
815,Q7,Don't know
816,Q7,LinkedIn
816,Q7,Prezi
816,Q7,Google Keep
817,Q7,Diverse web statistik programmer: bla komfo
828,Q7,microsoft
830,Q7,Sherepoint
832,Q7,Medicin.dk
832,Q7,vareportal
836,Q7,Don't know
838,Q7,Eunomia
838,Q7,UVM-baserede
838,Q7,
839,Q7,Google
841,Q7,Don't know
843,Q7,PERSON
843,Q7,Outlook 2016
843,Q7,Google Chrome
843,Q7,Internet Explorer
843,Q7,Word 2016
851,Q7,Don't know
858,Q7,Tweetdeck
861,Q7,Don't know
863,Q7,Sharepoint
864,Q7,Yammer
864,Q7,Sharepoint
864,Q7,microsoft Planner
864,Q7,Outlook
864,Q7,Basecamp
864,Q7,Microsoft CRM
865,Q7,Don't know
867,Q7,Don't know
868,Q7,None
869,Q7,Forstår ikke spm.
870,Q7,Liferay
870,Q7,
873,Q7,Access
873,Q7,
875,Q7,Karnov group
876,Q7,Gyldendal portaler
876,Q7,
877,Q7,Don't know
879,Q7,ingen
880,Q7,Don't know
881,Q7,Don't know
883,Q7,Samme svar som det første
884,Q7,Skattestyrelsen tastselv erhverv
884,Q7,retsinformation.dk
886,Q7,Don't know
887,Q7,Don't know
888,Q7,Ms d 365
894,Q7,Viggo
899,Q7,sundhed.dk
902,Q7,MS Edge
902,Q7,outlook
904,Q7,-
913,Q7,Don't know
915,Q7,mange
927,Q7,Don't know
931,Q7,Don't know
932,Q7,-
933,Q7,Don't know
935,Q7,-----------
937,Q7,Don't know
938,Q7,Don't know
939,Q7,skype
943,Q7,Pages
944,Q7,Don't know
947,Q7,Don't know
953,Q7,Don't know
954,Q7,Don't know
957,Q7,ingen
961,Q7,Ved ikke
965,Q7,Don't know
975,Q7,Don't know
977,Q7,Ingen
979,Q7,Don't know
987,Q7,Cava
1010,Q7,Don't know
1011,Q7,?
1035,Q7,citrix
1041,Q7,world365.gmail
1042,Q7,Don't know
1052,Q7,Intranet
1054,Q7,Unik Advosys
1057,Q7,Don't know
1059,Q7,Don't know
1064,Q7,-
1065,Q7,Don't know
1066,Q7,Don't know
1068,Q7,Ved ikke
1074,Q7,Don't know
1082,Q7,Don't know
1083,Q7,Don't know
1090,Q7,Don't know
1093,Q7,Ved ikke
1094,Q7,Ingen
1098,Q7,Doodle
1100,Q7,Intercom
1100,Q7,Synology
1102,Q7,Don't know
1103,Q7,fronter
1103,Q7,ums
1103,Q7,innomate
1103,Q7,moodle
1104,Q7,Don't know
1106,Q7,Ingen
1107,Q7,Don't know
1108,Q7,Google docs
1108,Q7,word
1110,Q7,Microsoft
1115,Q7,Don't know
1116,Q7,Don't know
1117,Q7,Wordpress
1122,Q7,Don't know
1130,Q7,Don't know
1138,Q7,Athena
1138,Q7,Google drive
1138,Q7,podio
1139,Q7,Don't know
1144,Q7,Special apps
1145,Q7,Don't know
1147,Q7,Don't know
1150,Q7,Don't know
1155,Q7,MS Office 365
1155,Q7,Lessor
1155,Q7,Cisco/VMWare/IBM/MS/Citrix management consoles
1156,Q7,Word
1158,Q7,Don't know
1159,Q7,ved ikke
1161,Q7,Don't know
1166,Q7,Sharepoint 2013
1170,Q7,Alle dem jeg har listet tidligere i undersøgelsen bortset fra Microsoft officepakken
1170,Q7,TAS og Cumulus
1171,Q7,Don't know
1172,Q7,Don't know
1174,Q7,Karnov Group
1174,Q7,Google
1177,Q7,Skoleintra
1177,Q7,
1178,Q7,Don't know
1196,Q7,Ønsker ikke at svare
1210,Q7,Don't know
1217,Q7,Ved ikke
1221,Q7,Mail (outlook)
1221,Q7,Memsource
1221,Q7,Kunde-ftp
1222,Q7,Don't know
1223,Q7,Kahoot
1223,Q7,Woop App
1224,Q7,En Plan
1224,Q7,
1226,Q7,trouble ticketing tool - baseret på IP Center. Egen udviking
1227,Q7,
1227,Q7,
1235,Q7,Sap
1238,Q7,crm
1238,Q7,puzzel
1238,Q7,360
1243,Q7,Don't know
1245,Q7,Cura (Systematric)
1245,Q7,Tidli opsporing plus (Symmetric)
1246,Q7,Don't know
1253,Q7,Quary analyzer
1253,Q7,interne systemer
1253,Q7,statstidende
1253,Q7,virk
1253,Q7,cpr
1253,Q7,experian
1257,Q7,Don't know
1262,Q7,Don't know
1263,Q7,Don't know
1264,Q7,Don't know
1265,Q7,PwC
1267,Q7,is in the NAV SYSTEM
1269,Q7,?
1271,Q7,-
1275,Q7,Ingen
1280,Q7,FireFox
1282,Q7,Jeg er forholdsvis ny. Kender ikke navnet.
1291,Q7,famly
1296,Q7,Don't know
1305,Q7,Danløn
1308,Q7,Don't know
1309,Q7,DataHub
1309,Q7,Energinet
1322,Q7,Don't know
1324,Q7,Don't know
1326,Q7,Don't know
1328,Q7,Don't know
1329,Q7,Don't know
1338,Q7,Resource Central
1339,Q7,bond
1339,Q7,scanpix
1339,Q7,
1351,Q7,Ingen
1352,Q7,Don't know
1354,Q7,Evernote
1354,Q7,Dropbox
1357,Q7,Nexus
1358,Q7,Inprotech (in-house tool)
1358,Q7,PVS SmartFile
1362,Q7,jeg ved ikke hvad I mener...hvad det betyder
1363,Q7,PowerBI og modparters egne prime-service programmer
1369,Q7,Don't know
1375,Q7,Don't know
1376,Q7,Ved
1376,Q7,ikke
1380,Q7,???
1382,Q7,One drive
1382,Q7,sharepoint
1384,Q7,word
1384,Q7,excel
1384,Q7,powerpoint
1384,Q7,webcrm
1384,Q7,clean manager
1389,Q7,Intranote
1389,Q7,SharePoint
1395,Q7,Don't know
1401,Q7,Regions intranet
1403,Q7,Don't know
1405,Q7,Don't know
1412,Q7,Don't know
1413,Q7,Promedicin
1414,Q7,Don't know
1416,Q7,ios
1424,Q7,Don't know
1425,Q7,Don't know
1430,Q7,dropbox
1434,Q7,Fotor
1434,Q7,befunky
1444,Q7,Fællesskema/Landbrugsstyrelsen
1445,Q7,Don't know
1446,Q7,Don't know
1454,Q7,Don't know
1456,Q7,Danmarks statistik
1456,Q7,jobindsats
1460,Q7,Facebook
1464,Q7,Adapt
1465,Q7,Don't know
1467,Q7,Karnov Thomson Online
1467,Q7,UfR Thomson Online
1467,Q7,CBkort
1470,Q7,SBSYS brugerejet
1470,Q7,Outlook Microsoft Office
1470,Q7,Kmd Sag
1470,Q7,Tilsyn.dk Netcompany
1470,Q7,Officepakken Microsoft Office
1481,Q7,Googles programmer
1484,Q7,.
1487,Q7,Don't know
1491,Q7,egne udviklede værktøjer
1492,Q7,Don't know
1493,Q7,Don't know
1496,Q7,Don't know
1497,Q7,Adapt
1498,Q7,Ved ikke
1508,Q7,0
1514,Q7,Don't know
1520,Q7,?
1530,Q7,SAP
1531,Q7,Væksthjulet.dk
1536,Q7,PraxiseOnline
1545,Q7,Don't know
1552,Q7,Mange
1556,Q7,Don't know
1557,Q7,Don't know
1560,Q7,Don't know
1562,Q7,Fisk
1563,Q7,Ordbogen.com
1564,Q7,Google
1568,Q7,google crome
1571,Q7,Don't know
1576,Q7,Billetten.dk
1580,Q7,Don't know
1586,Q7,Don't know
1601,Q7,BLAST
1601,Q7,Genebank
1605,Q7,Don't know
1606,Q7,Don't know
1609,Q7,Don't know
1612,Q7,Imsoft
1615,Q7,Don't know
1626,Q7,Zendesk
1628,Q7,Don't know
1632,Q7,Citi connect (bankens even)
1633,Q7,Nordnet
1633,Q7,Danske Bank
1637,Q7,Don't know
1642,Q7,Don't know
1647,Q7,Don't know
1653,Q7,GfK online
1666,Q7,Snapsee
1666,Q7,page
1666,Q7,photoshop
1668,Q7,Don't know
1673,Q7,Don't know
1676,Q7,Don't know
1677,Q7,Don't know
1680,Q7,Internet Explorer
1681,Q7,Don't know
1683,Q7,Don't know
1684,Q7,Don't know
1685,Q7,office
1685,Q7,skype business
1690,Q7,Don't know
1691,Q7,Don't know
1692,Q7,Don't know
1696,Q7,Outlook
1703,Q7,Min uddannelse
1703,Q7,skoleintra fra uni-c
1714,Q7,Word 2016
1723,Q7,IExpense.
1732,Q7,Arkibas
1732,Q7,Apple Mail
1732,Q7,Safari
1734,Q7,ajour
1736,Q7,Don't know
1737,Q7,Intranet
1737,Q7,Absalon
1737,Q7,CBS
1738,Q7,Don't know
1751,Q7,Ingen
1755,Q7,Don't know
1763,Q7,office365
1768,Q7,office.com
1768,Q7,TFS
1768,Q7,
1777,Q7,ingen
1787,Q7,Don't know
1788,Q7,Outlook
1788,Q7,
1805,Q7,Don't know
1806,Q7,Kan jeg ikke nævne
1810,Q7,Ingen
1813,Q7,Navision
1813,Q7,planday
1813,Q7,puzzle
1813,Q7,jotform
1813,Q7,elektra
1813,Q7,salespilot
1813,Q7,outlook
1816,Q7,Oanda.com
1824,Q7,Don't know
1830,Q7,Don't know
1831,Q7,Don't know
1832,Q7,Don't know
1833,Q7,Kan ikke oplyses
1836,Q7,Google Analytics
1836,Q7,Survey Monkey
1838,Q7,Don't know
1842,Q7,Rib byggeweb
1850,Q7,Navision
1850,Q7,vault
1851,Q7,Workday
1851,Q7,Salesforce
1858,Q7,Don't know
1861,Q7,-
1863,Q7,?
1865,Q7,Don't know
1866,Q7,Ingen
1871,Q7,Wordpress
1871,Q7,diverse
1873,Q7,Don't know
1881,Q7,Google
1881,Q7,drop box
1884,Q7,Google Drive
1884,Q7,Google Mail
1884,Q7,Google Maps
1884,Q7,
1885,Q7,Don't know
1886,Q7,Sp
1889,Q7,Ved ikke
1890,Q7,Ved ikke
1890,Q7,
1894,Q7,diverse specialicerede systemadministrations sider.
1899,Q7,CSC
1899,Q7,KMD
1899,Q7,
1900,Q7,Don't know
1911,Q7,ved ikke
1912,Q7,Det er ikke online
1914,Q7,Ingen
1918,Q7,Don't know
1922,Q7,Don't know
1926,Q7,chrome
1929,Q7,Don't know
1934,Q7,Don't know
1940,Q7,Microsoft Visual Studio Team Services
1946,Q7,SurveyMonkey
1949,Q7,Don't know
1952,Q7,Don't know
1958,Q7,InVision
1959,Q7,SharePoint
1965,Q7,Google gafe
1965,Q7,Gyldendal.dk
1965,Q7,pssprog
1965,Q7,
1968,Q7,Alt for omfattende at besvare
1970,Q7,Leanpoint
1971,Q7,DAD
1971,Q7,webmas
1971,Q7,
1977,Q7,Don't know
1980,Q7,Don't know
1985,Q7,Ved ikke
1988,Q7,ved ikke
1989,Q7,Don't know
1994,Q7,Don't know
1995,Q7,Office 365
1998,Q7,Don't know
1999,Q7,Google
2004,Q7,Don't know
2023,Q7,Don't know
2025,Q7,Dynamics 365
2025,Q7,Office 365
2025,Q7,Azure
2032,Q7,Don't know
2042,Q7,Don't know
2072,Q7,Don't know
2077,Q7,Don't know
2078,Q7,Google docs
2078,Q7,
2079,Q7,Don't know
2086,Q7,vlt shop
2088,Q7,mange forskellige
2093,Q7,word
2095,Q7,Don't know
2110,Q7,?
2117,Q7,Don't know
2122,Q7,LexDania og Eunomia (Civilstyrelsen)
2122,Q7,zExpense (ZeBon)
2122,Q7,Indfak (Moderniseringsstyrelsen)
2124,Q7,Don't know
2137,Q7,Don't know
2138,Q7,Don't know
2143,Q7,Hov
2143,Q7,dem skrev jeg i første svar.
2149,Q7,ingen
2158,Q7,X
2159,Q7,Dynamics AX
2159,Q7,Targit
2159,Q7,InRiver Pim
2161,Q7,Don't know
2172,Q7,Don't know
2177,Q7,???
2180,Q7,Don't know
2190,Q7,Internet
2199,Q7,Don't know
2201,Q7,Don't know
2205,Q7,Don't know
2210,Q7,Kan ikke huske.
2217,Q7,se første svar
2218,Q7,Don't know
2219,Q7,Uptodate
2221,Q7,Don't know
2222,Q7,Ikke relevant
2229,Q7,Don't know
2232,Q7,Don't know
2236,Q7,Ved ikke
2237,Q7,Sap
2237,Q7,sas
2237,Q7,
2241,Q7,I. må
2241,Q7,da
2241,Q7,tro
2241,Q7,jeg
2241,Q7,har
2241,Q7,god
2241,Q7,tid
2244,Q7,?
2254,Q7,Outlook web mail
2260,Q7,Microsoft office 365
2262,Q7,Office
2262,Q7,notes
2264,Q7,Don't know
2265,Q7,Jeg ved det ikke
2272,Q7,KMD OPUS
2272,Q7,KMD SAG
