"","RecordNo","q","a","Q18_1_open","Q18a"
"4375",1965,"Q7","Gyldendal","Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4376",1968,"Q6",NA,"Systemkonstruktør","Udvikling af software til mainframes"
"4377",1968,"Q5",NA,"Systemkonstruktør","Udvikling af software til mainframes"
"4378",1968,"Q7",NA,"Systemkonstruktør","Udvikling af software til mainframes"
"4379",1968,"Q4",NA,"Systemkonstruktør","Udvikling af software til mainframes"
"4380",1970,"Q6",NA,"",""
"4381",1970,"Q7","Leanpoint","",""
"4382",1970,"Q5",NA,"",""
"4383",1970,"Q4","MS Word 2011","",""
"4384",1970,"Q4","MS Excel 2011","",""
"4385",1971,"Q4",NA,"overlæge","Lægelig opgaver"
"4386",1971,"Q4","Lanka","overlæge","Lægelig opgaver"
"4387",1971,"Q5",NA,"overlæge","Lægelig opgaver"
"4388",1971,"Q4","ESA Automation","overlæge","Lægelig opgaver"
"4389",1971,"Q6",NA,"overlæge","Lægelig opgaver"
"4390",1971,"Q4","Easy Wiz","overlæge","Lægelig opgaver"
"4391",1971,"Q4","Kundens Elektroniske Patient Journal (COSMIC EPJ)","overlæge","Lægelig opgaver"
"4392",1971,"Q7",NA,"overlæge","Lægelig opgaver"
"4393",1971,"Q7","DAD","overlæge","Lægelig opgaver"
"4394",1971,"Q7",NA,"overlæge","Lægelig opgaver"
"4395",1977,"Q6",NA,"afd.sygeplejerske","personaleledelse; patientpleje"
"4396",1977,"Q5",NA,"afd.sygeplejerske","personaleledelse; patientpleje"
"4397",1977,"Q4",NA,"afd.sygeplejerske","personaleledelse; patientpleje"
"4398",1977,"Q7",NA,"afd.sygeplejerske","personaleledelse; patientpleje"
"4399",1980,"Q4","MS Word 2011","Fuldmægtig","Sagsbehandling og rådgivning"
"4400",1980,"Q6",NA,"Fuldmægtig","Sagsbehandling og rådgivning"
"4401",1980,"Q7",NA,"Fuldmægtig","Sagsbehandling og rådgivning"
"4402",1980,"Q4","MS Excel","Fuldmægtig","Sagsbehandling og rådgivning"
"4403",1980,"Q5",NA,"Fuldmægtig","Sagsbehandling og rådgivning"
"4404",1985,"Q6",NA,"Privatdetektiv","Efterforskning; rådgivning og bestyrelsesformand"
"4405",1985,"Q4",NA,"Privatdetektiv","Efterforskning; rådgivning og bestyrelsesformand"
"4406",1985,"Q5",NA,"Privatdetektiv","Efterforskning; rådgivning og bestyrelsesformand"
"4407",1985,"Q7",NA,"Privatdetektiv","Efterforskning; rådgivning og bestyrelsesformand"
"4408",1988,"Q6",NA,"sosu-hjælper","pleje af ældre"
"4409",1988,"Q4",NA,"sosu-hjælper","pleje af ældre"
"4410",1988,"Q5",NA,"sosu-hjælper","pleje af ældre"
"4411",1988,"Q7",NA,"sosu-hjælper","pleje af ældre"
"4412",1989,"Q4","MS Office","Ejer","Adm."
"4413",1989,"Q6","MS Office","Ejer","Adm."
"4414",1989,"Q7",NA,"Ejer","Adm."
"4415",1989,"Q4","Dropbox","Ejer","Adm."
"4416",1989,"Q5",NA,"Ejer","Adm."
"4417",1994,"Q6",NA,"Adm.chef","ledelse; IT; regnskab; samtlige adm.opgaver; bestyrelsesarbejde"
"4418",1994,"Q7",NA,"Adm.chef","ledelse; IT; regnskab; samtlige adm.opgaver; bestyrelsesarbejde"
"4419",1994,"Q5",NA,"Adm.chef","ledelse; IT; regnskab; samtlige adm.opgaver; bestyrelsesarbejde"
"4420",1994,"Q4","MS Office","Adm.chef","ledelse; IT; regnskab; samtlige adm.opgaver; bestyrelsesarbejde"
"4421",1995,"Q4","MS Office 2016","IT Business Consultant","Kunderådgivning"
"4422",1995,"Q6",NA,"IT Business Consultant","Kunderådgivning"
"4423",1995,"Q5","Apple Mail","IT Business Consultant","Kunderådgivning"
"4424",1995,"Q4","MultiMark","IT Business Consultant","Kunderådgivning"
"4425",1995,"Q4","MS SQL Server","IT Business Consultant","Kunderådgivning"
"4426",1995,"Q7","MS Office 365","IT Business Consultant","Kunderådgivning"
"4427",1998,"Q4","cBrain F2","Sagsbehandler","HR-opgaver"
"4428",1998,"Q4","MS Office","Sagsbehandler","HR-opgaver"
"4429",1998,"Q7",NA,"Sagsbehandler","HR-opgaver"
"4430",1998,"Q6",NA,"Sagsbehandler","HR-opgaver"
"4431",1998,"Q5",NA,"Sagsbehandler","HR-opgaver"
"4432",1999,"Q4","MS Word","Compaby Advisor","Rådgivning"
"4433",1999,"Q4","MS Excel","Compaby Advisor","Rådgivning"
"4434",1999,"Q6","MS Word","Compaby Advisor","Rådgivning"
"4435",1999,"Q4",NA,"Compaby Advisor","Rådgivning"
"4436",1999,"Q5","MS Word","Compaby Advisor","Rådgivning"
"4437",1999,"Q5",NA,"Compaby Advisor","Rådgivning"
"4438",1999,"Q6",NA,"Compaby Advisor","Rådgivning"
"4439",1999,"Q7",NA,"Compaby Advisor","Rådgivning"
"4440",1999,"Q6","MS Excel","Compaby Advisor","Rådgivning"
"4441",1999,"Q4","Internet Explorer","Compaby Advisor","Rådgivning"
"4442",1999,"Q5","MS Excel","Compaby Advisor","Rådgivning"
"4443",2004,"Q4","SolidWorks","Ingeniør","Tegning; design; beregning; teknisk dossier"
"4444",2004,"Q7",NA,"Ingeniør","Tegning; design; beregning; teknisk dossier"
"4445",2004,"Q5","MS Office","Ingeniør","Tegning; design; beregning; teknisk dossier"
"4446",2004,"Q6",NA,"Ingeniør","Tegning; design; beregning; teknisk dossier"
"4447",2023,"Q4","Microsoft Dynamics NAV","Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4448",2023,"Q4","MS Excel","Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4449",2023,"Q7",NA,"Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4450",2023,"Q6",NA,"Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4451",2023,"Q4","Skype","Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4452",2023,"Q4",NA,"Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4453",2023,"Q5",NA,"Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4454",2023,"Q4","MS Word","Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4455",2023,"Q5",NA,"Program manager for ERP og BI systemer.","Sørge for support inplameterer og opdaterer systemer. Beskrive reporter; få dem udviklet og testet."
"4456",2025,"Q4",NA,"System Arkitekt","Programmerer"
"4457",2025,"Q6",NA,"System Arkitekt","Programmerer"
"4458",2025,"Q7","MS Dynamics 365","System Arkitekt","Programmerer"
"4459",2025,"Q4","MS Office 365","System Arkitekt","Programmerer"
"4460",2025,"Q4",NA,"System Arkitekt","Programmerer"
"4461",2025,"Q4","Skype","System Arkitekt","Programmerer"
"4462",2025,"Q5","Apple Mail","System Arkitekt","Programmerer"
"4463",2025,"Q4","MS Remote Desktop","System Arkitekt","Programmerer"
"4464",2025,"Q4",NA,"System Arkitekt","Programmerer"
"4465",2025,"Q7","MS Azure","System Arkitekt","Programmerer"
"4466",2025,"Q4","MS Active Directory","System Arkitekt","Programmerer"
"4467",2025,"Q7","MS Office 365","System Arkitekt","Programmerer"
"4468",2032,"Q4","MS Outlook 2016","kordegn","personregistrering"
"4469",2032,"Q4","MS Excel 2016","kordegn","personregistrering"
"4470",2032,"Q5",NA,"kordegn","personregistrering"
"4471",2032,"Q4","MS Word","kordegn","personregistrering"
"4472",2032,"Q7",NA,"kordegn","personregistrering"
"4473",2032,"Q6",NA,"kordegn","personregistrering"
"4474",2042,"Q5",NA,"Tandplejer","Undersøgelser og tandrensninger"
"4475",2042,"Q7",NA,"Tandplejer","Undersøgelser og tandrensninger"
"4476",2042,"Q6",NA,"Tandplejer","Undersøgelser og tandrensninger"
"4477",2042,"Q4","Dentalsuite","Tandplejer","Undersøgelser og tandrensninger"
"4478",2072,"Q4",NA,"Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4479",2072,"Q4",NA,"Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4480",2072,"Q4","MS Excel","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4481",2072,"Q4","Skype","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4482",2072,"Q4","MS Word","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4483",2072,"Q4","MS Paint","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4484",2072,"Q4","Stickies","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4485",2072,"Q4",NA,"Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4486",2072,"Q4","Lotus Notes","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4487",2072,"Q4","MS OneNote","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4488",2072,"Q4","MS Edge","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4489",2072,"Q4",NA,"Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4490",2072,"Q4","MS Office","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4491",2072,"Q4","MS OneDrive","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4492",2072,"Q4",NA,"Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4493",2072,"Q4","MS Powerpoint","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4494",2072,"Q4","MS Publisher","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4495",2072,"Q5",NA,"Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4496",2072,"Q4","Adobe Acrobat Reader","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4497",2072,"Q4","Cisco","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4498",2072,"Q4","MS Silverlight","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4499",2072,"Q4","MS Access","Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4500",2072,"Q7",NA,"Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4501",2072,"Q6",NA,"Sagsbehandler","Behandler ansøgninger. Ekspedere borgere. Svare tlf."
"4502",2077,"Q5",NA,"Chief Credit Consultant","Bevilling af kredit til Corporate & Institutional clients."
"4503",2077,"Q7",NA,"Chief Credit Consultant","Bevilling af kredit til Corporate & Institutional clients."
"4504",2077,"Q4","MS Word","Chief Credit Consultant","Bevilling af kredit til Corporate & Institutional clients."
"4505",2077,"Q6",NA,"Chief Credit Consultant","Bevilling af kredit til Corporate & Institutional clients."
"4506",2077,"Q4","Internet Explorer","Chief Credit Consultant","Bevilling af kredit til Corporate & Institutional clients."
"4507",2077,"Q4","Adobe Acrobat Reader","Chief Credit Consultant","Bevilling af kredit til Corporate & Institutional clients."
"4508",2077,"Q4","MS Excel","Chief Credit Consultant","Bevilling af kredit til Corporate & Institutional clients."
"4509",2078,"Q4","Audacity","",""
"4510",2078,"Q5","Safari","",""
"4511",2078,"Q6","Safari","",""
"4512",2078,"Q7","Google Docs","",""
"4513",2078,"Q4","Google Chrome","",""
"4514",2078,"Q6","RB Digital","",""
"4515",2078,"Q4","ACD Labs freeware","",""
"4516",2078,"Q4","Adobe Acrobat Reader","",""
"4517",2078,"Q7",NA,"",""
"4518",2078,"Q5","RB Digital","",""
"4519",2078,"Q4","MS Office","",""
"4520",2079,"Q4",NA,"",""
"4521",2079,"Q6",NA,"",""
"4522",2079,"Q5",NA,"",""
"4523",2079,"Q7",NA,"",""
"4524",2086,"Q4","SEE Electrical","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4525",2086,"Q4","TIA Portal","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4526",2086,"Q5","QR Droid","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4527",2086,"Q6",NA,"projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4528",2086,"Q4","MS Excel 2011","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4529",2086,"Q4","MS Visio 2011","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4530",2086,"Q4","MS Word 2011","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4531",2086,"Q5",NA,"projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4532",2086,"Q4",NA,"projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4533",2086,"Q5","Camera","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4534",2086,"Q5","Fartkontrol.nu","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4535",2086,"Q5","NCP Secure Entry Client (VPN)","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4536",2086,"Q7",NA,"projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4537",2086,"Q5",NA,"projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4538",2086,"Q5",NA,"projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4539",2086,"Q5","byvejr","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4540",2086,"Q5","VNC","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4541",2086,"Q5",NA,"projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4542",2086,"Q5","MS Planner","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4543",2086,"Q5","Calculator","projektleder; PLC programmør","projektering og dimensionering af elprojekter; -PLC programmering"
"4544",2088,"Q6",NA,"",""
"4545",2088,"Q4",NA,"",""
"4546",2088,"Q7",NA,"",""
"4547",2088,"Q5",NA,"",""
"4548",2088,"Q4","nemlig.com","",""
"4549",2093,"Q6","MS Word","",""
"4550",2093,"Q7","MS Word","",""
"4551",2093,"Q5","MS Word","",""
"4552",2093,"Q4","MS Word","",""
"4553",2095,"Q5",NA,"",""
"4554",2095,"Q7",NA,"",""
"4555",2095,"Q4","MS Office 365","",""
"4556",2095,"Q4",NA,"",""
"4557",2095,"Q4","SAP","",""
"4558",2095,"Q6",NA,"",""
"4559",2110,"Q7",NA,"planlægger","Laver arbejdsbeskrivelser etc"
"4560",2110,"Q5",NA,"planlægger","Laver arbejdsbeskrivelser etc"
"4561",2110,"Q6",NA,"planlægger","Laver arbejdsbeskrivelser etc"
"4562",2110,"Q4","MS Word 2010","planlægger","Laver arbejdsbeskrivelser etc"
"4563",2117,"Q7",NA,"Global projektleder","Projektleder"
"4564",2117,"Q4","Adobe Suite","Global projektleder","Projektleder"
"4565",2117,"Q4",NA,"Global projektleder","Projektleder"
"4566",2117,"Q4",NA,"Global projektleder","Projektleder"
"4567",2117,"Q5",NA,"Global projektleder","Projektleder"
"4568",2117,"Q6",NA,"Global projektleder","Projektleder"
"4569",2117,"Q4","MS Office","Global projektleder","Projektleder"
"4570",2122,"Q4","Adobe Acrobat Distiller X","Systemkonsulent/IT Projektleder","Projektledelse; brugersupport på specialiserede programmer; kontakt til leverandører; udarbejdelse af lister med beskrivelse af komplekse opgaver; test af systemer og diverse ændringer/fejlrettelser af programmer; mødeaktivitet"
"4571",2122,"Q4","SalPortal","Systemkonsulent/IT Projektleder","Projektledelse; brugersupport på specialiserede programmer; kontakt til leverandører; udarbejdelse af lister med beskrivelse af komplekse opgaver; test af systemer og diverse ændringer/fejlrettelser af programmer; mødeaktivitet"
"4572",2122,"Q4","TransPortal (Visma)","Systemkonsulent/IT Projektleder","Projektledelse; brugersupport på specialiserede programmer; kontakt til leverandører; udarbejdelse af lister med beskrivelse af komplekse opgaver; test af systemer og diverse ændringer/fejlrettelser af programmer; mødeaktivitet"
"4573",2122,"Q4","Adobe Acrobat X Pro","Systemkonsulent/IT Projektleder","Projektledelse; brugersupport på specialiserede programmer; kontakt til leverandører; udarbejdelse af lister med beskrivelse af komplekse opgaver; test af systemer og diverse ændringer/fejlrettelser af programmer; mødeaktivitet"
"4574",2122,"Q4","Cisco AnyConnect","Systemkonsulent/IT Projektleder","Projektledelse; brugersupport på specialiserede programmer; kontakt til leverandører; udarbejdelse af lister med beskrivelse af komplekse opgaver; test af systemer og diverse ændringer/fejlrettelser af programmer; mødeaktivitet"
"4575",2122,"Q4","MS Office","Systemkonsulent/IT Projektleder","Projektledelse; brugersupport på specialiserede programmer; kontakt til leverandører; udarbejdelse af lister med beskrivelse af komplekse opgaver; test af systemer og diverse ændringer/fejlrettelser af programmer; mødeaktivitet"
"4576",2122,"Q4","MS Excel","Systemkonsulent/IT Projektleder","Projektledelse; brugersupport på specialiserede programmer; kontakt til leverandører; udarbejdelse af lister med beskrivelse af komplekse opgaver; test af systemer og diverse ændringer/fejlrettelser af programmer; mødeaktivitet"
"4577",2122,"Q4","Altova Missionkit","Systemkonsulent/IT Projektleder","Projektledelse; brugersupport på specialiserede programmer; kontakt til leverandører; udarbejdelse af lister med beskrivelse af komplekse opgaver; test af systemer og diverse ændringer/fejlrettelser af programmer; mødeaktivitet"
