"","RecordNo","q","a","Q18_1_open","Q18a"
"4080",1830,"Q7",NA,"Fuldmægtig / digital kommunikationskonsulent","-"
"4081",1830,"Q4","MS Powerpoint","Fuldmægtig / digital kommunikationskonsulent","-"
"4082",1830,"Q5","Twitter","Fuldmægtig / digital kommunikationskonsulent","-"
"4083",1830,"Q4","MS Word","Fuldmægtig / digital kommunikationskonsulent","-"
"4084",1830,"Q4",NA,"Fuldmægtig / digital kommunikationskonsulent","-"
"4085",1830,"Q6",NA,"Fuldmægtig / digital kommunikationskonsulent","-"
"4086",1830,"Q4","Adobe Photoshop Elements","Fuldmægtig / digital kommunikationskonsulent","-"
"4087",1830,"Q4",NA,"Fuldmægtig / digital kommunikationskonsulent","-"
"4088",1830,"Q5",NA,"Fuldmægtig / digital kommunikationskonsulent","-"
"4089",1830,"Q4","MS Picture Manager","Fuldmægtig / digital kommunikationskonsulent","-"
"4090",1830,"Q4","MS Excel","Fuldmægtig / digital kommunikationskonsulent","-"
"4091",1831,"Q5",NA,"Handikaphjælper","Har ansvaret for en respirator borger"
"4092",1831,"Q7",NA,"Handikaphjælper","Har ansvaret for en respirator borger"
"4093",1831,"Q5","SMS","Handikaphjælper","Har ansvaret for en respirator borger"
"4094",1831,"Q6",NA,"Handikaphjælper","Har ansvaret for en respirator borger"
"4095",1831,"Q4","Communicator","Handikaphjælper","Har ansvaret for en respirator borger"
"4096",1832,"Q5",NA,"Afdelingsleder","Dække skema;ansætte personale; sparre med personalet; træffe beslutninger sammen med de andre ledere"
"4097",1832,"Q5",NA,"Afdelingsleder","Dække skema;ansætte personale; sparre med personalet; træffe beslutninger sammen med de andre ledere"
"4098",1832,"Q7",NA,"Afdelingsleder","Dække skema;ansætte personale; sparre med personalet; træffe beslutninger sammen med de andre ledere"
"4099",1832,"Q4","MS Excel","Afdelingsleder","Dække skema;ansætte personale; sparre med personalet; træffe beslutninger sammen med de andre ledere"
"4100",1832,"Q6",NA,"Afdelingsleder","Dække skema;ansætte personale; sparre med personalet; træffe beslutninger sammen med de andre ledere"
"4101",1832,"Q4","MS Word","Afdelingsleder","Dække skema;ansætte personale; sparre med personalet; træffe beslutninger sammen med de andre ledere"
"4102",1833,"Q7",NA,"Personlig rådgiver","Personlig rådgiver i bank"
"4103",1833,"Q4",NA,"Personlig rådgiver","Personlig rådgiver i bank"
"4104",1833,"Q4",NA,"Personlig rådgiver","Personlig rådgiver i bank"
"4105",1833,"Q6","NetBank","Personlig rådgiver","Personlig rådgiver i bank"
"4106",1833,"Q5",NA,"Personlig rådgiver","Personlig rådgiver i bank"
"4107",1836,"Q4","MS Word 2016","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4108",1836,"Q4","MS Outlook 2016","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4109",1836,"Q7","Google Analytics","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4110",1836,"Q4","MS Office","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4111",1836,"Q4","MS Excel 2016","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4112",1836,"Q4","SurveyMonkey","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4113",1836,"Q4","MS PowerPoint 2016","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4114",1836,"Q4",NA,"Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4115",1836,"Q7","SurveyMonkey","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4116",1836,"Q6",NA,"Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4117",1836,"Q4","Facebook","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4118",1836,"Q5",NA,"Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4119",1836,"Q4","Google Analytics","Marketingkonsulent","Sælge sponsorarter til virksomheder; der vil støtte op om unge sportstalenter; understøtte markedsføringen af virksomheden; event og sponsor planlægning; gennemførelse og evaluering;"
"4120",1838,"Q5",NA,"QA manager","Ledelse; kvalitet; teknologi"
"4121",1838,"Q7",NA,"QA manager","Ledelse; kvalitet; teknologi"
"4122",1838,"Q6","MS Office","QA manager","Ledelse; kvalitet; teknologi"
"4123",1838,"Q4","MS Office","QA manager","Ledelse; kvalitet; teknologi"
"4124",1842,"Q5","LinkedIn","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4125",1842,"Q5","Apple Mail","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4126",1842,"Q5","Google Contacts","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4127",1842,"Q5","Moove","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4128",1842,"Q4","MS Word 2013","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4129",1842,"Q4","MS Project 2013","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4130",1842,"Q4","MS Outlook 2013","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4131",1842,"Q6",NA,"Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4132",1842,"Q7","Byggeweb (RIB)","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4133",1842,"Q4","MS Excel 2013","Project manager","Laver tillægsaftaler; fremsender tekniske forespørgsler; skriver breve; skriver referater; laver tidsplaner; skriver månedsrapporter"
"4134",1850,"Q4","MS Navision","After sales coordinator","Salg af service og reservedele"
"4135",1850,"Q4",NA,"After sales coordinator","Salg af service og reservedele"
"4136",1850,"Q7","MS Navision","After sales coordinator","Salg af service og reservedele"
"4137",1850,"Q4","Autodesk Vault CAD","After sales coordinator","Salg af service og reservedele"
"4138",1850,"Q7","Autodesk Vault CAD","After sales coordinator","Salg af service og reservedele"
"4139",1850,"Q6",NA,"After sales coordinator","Salg af service og reservedele"
"4140",1850,"Q5",NA,"After sales coordinator","Salg af service og reservedele"
"4141",1851,"Q4",NA,"VP Consulting","Solve client problems in cyber security"
"4142",1851,"Q4","MS Word","VP Consulting","Solve client problems in cyber security"
"4143",1851,"Q4","Sublime Text","VP Consulting","Solve client problems in cyber security"
"4144",1851,"Q4","MS Powerpoint","VP Consulting","Solve client problems in cyber security"
"4145",1851,"Q7","SalesForce","VP Consulting","Solve client problems in cyber security"
"4146",1851,"Q6",NA,"VP Consulting","Solve client problems in cyber security"
"4147",1851,"Q4","MS Visual Studio","VP Consulting","Solve client problems in cyber security"
"4148",1851,"Q5",NA,"VP Consulting","Solve client problems in cyber security"
"4149",1851,"Q4","Google Chrome","VP Consulting","Solve client problems in cyber security"
"4150",1851,"Q7","Workday","VP Consulting","Solve client problems in cyber security"
"4151",1858,"Q7",NA,"rederiass","vd iikke"
"4152",1858,"Q6",NA,"rederiass","vd iikke"
"4153",1858,"Q4","MS Word","rederiass","vd iikke"
"4154",1858,"Q5",NA,"rederiass","vd iikke"
"4155",1861,"Q5",NA,"",""
"4156",1861,"Q6",NA,"",""
"4157",1861,"Q4",NA,"",""
"4158",1861,"Q7",NA,"",""
"4159",1863,"Q4","MS Word","Exportchef","Salg"
"4160",1863,"Q4","MS Excel","Exportchef","Salg"
"4161",1863,"Q7",NA,"Exportchef","Salg"
"4162",1863,"Q6",NA,"Exportchef","Salg"
"4163",1863,"Q5",NA,"Exportchef","Salg"
"4164",1865,"Q5",NA,"Senioranalytiker","Udvikler kreditrisikomodeller i en bank"
"4165",1865,"Q4","SAS","Senioranalytiker","Udvikler kreditrisikomodeller i en bank"
"4166",1865,"Q4",NA,"Senioranalytiker","Udvikler kreditrisikomodeller i en bank"
"4167",1865,"Q4","StatSoft Statistica","Senioranalytiker","Udvikler kreditrisikomodeller i en bank"
"4168",1865,"Q7",NA,"Senioranalytiker","Udvikler kreditrisikomodeller i en bank"
"4169",1865,"Q6",NA,"Senioranalytiker","Udvikler kreditrisikomodeller i en bank"
"4170",1865,"Q4","R","Senioranalytiker","Udvikler kreditrisikomodeller i en bank"
"4171",1866,"Q4",NA,"Postdoc","Analysere data og publicere; køre studier"
"4172",1866,"Q4","R","Postdoc","Analysere data og publicere; køre studier"
"4173",1866,"Q4","MS Word","Postdoc","Analysere data og publicere; køre studier"
"4174",1866,"Q4","MS Excel","Postdoc","Analysere data og publicere; køre studier"
"4175",1866,"Q7",NA,"Postdoc","Analysere data og publicere; køre studier"
"4176",1866,"Q6",NA,"Postdoc","Analysere data og publicere; køre studier"
"4177",1866,"Q4",NA,"Postdoc","Analysere data og publicere; køre studier"
"4178",1866,"Q5","Google Chrome","Postdoc","Analysere data og publicere; køre studier"
"4179",1871,"Q4","Filezilla","",""
"4180",1871,"Q4","SiteCore","",""
"4181",1871,"Q6",NA,"",""
"4182",1871,"Q4",NA,"",""
"4183",1871,"Q5",NA,"",""
"4184",1871,"Q4","Wordpress","",""
"4185",1871,"Q7","Wordpress","",""
"4186",1871,"Q7",NA,"",""
"4187",1871,"Q4","MS Office","",""
"4188",1873,"Q4","MS Word","Communications Officer","Content; Some; web; strategi; præsentationer"
"4189",1873,"Q4","MS Excel","Communications Officer","Content; Some; web; strategi; præsentationer"
"4190",1873,"Q6",NA,"Communications Officer","Content; Some; web; strategi; præsentationer"
"4191",1873,"Q5","Twitter","Communications Officer","Content; Some; web; strategi; præsentationer"
"4192",1873,"Q7",NA,"Communications Officer","Content; Some; web; strategi; præsentationer"
"4193",1873,"Q5","LinkedIn","Communications Officer","Content; Some; web; strategi; præsentationer"
"4194",1873,"Q4","MS Powerpoint","Communications Officer","Content; Some; web; strategi; præsentationer"
"4195",1881,"Q5",NA,"Leder","Styring"
"4196",1881,"Q6",NA,"Leder","Styring"
"4197",1881,"Q4","MS Excel","Leder","Styring"
"4198",1881,"Q4","MS Word","Leder","Styring"
"4199",1881,"Q7",NA,"Leder","Styring"
"4200",1881,"Q4",NA,"Leder","Styring"
"4201",1881,"Q4","SPSS","Leder","Styring"
"4202",1881,"Q7","Dropbox","Leder","Styring"
"4203",1884,"Q5","Safari","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4204",1884,"Q7",NA,"Journalist","Researcher og skriver artikler til regionalt dagblad"
"4205",1884,"Q5","Twitter","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4206",1884,"Q4","SAXoTECH SAXoPRESS","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4207",1884,"Q5","Facebook","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4208",1884,"Q4","Google Chrome","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4209",1884,"Q7","Google Maps","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4210",1884,"Q6",NA,"Journalist","Researcher og skriver artikler til regionalt dagblad"
"4211",1884,"Q7","Google Mail","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4212",1884,"Q4",NA,"Journalist","Researcher og skriver artikler til regionalt dagblad"
"4213",1884,"Q5","Instagram","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4214",1884,"Q7","Google Drive","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4215",1884,"Q4","MS Excel 2016","Journalist","Researcher og skriver artikler til regionalt dagblad"
"4216",1885,"Q7",NA,"Ledende økonoma","Produktipnsplanlægning; drift; vagtplaner; indkøb"
"4217",1885,"Q4","Zena","Ledende økonoma","Produktipnsplanlægning; drift; vagtplaner; indkøb"
"4218",1885,"Q6",NA,"Ledende økonoma","Produktipnsplanlægning; drift; vagtplaner; indkøb"
"4219",1885,"Q5",NA,"Ledende økonoma","Produktipnsplanlægning; drift; vagtplaner; indkøb"
"4220",1885,"Q4","MS Office 365","Ledende økonoma","Produktipnsplanlægning; drift; vagtplaner; indkøb"
"4221",1885,"Q4","MS Word 2010","Ledende økonoma","Produktipnsplanlægning; drift; vagtplaner; indkøb"
"4222",1886,"Q7",NA,"Social pædagog","Indgår i behandlingen af psykisk syge kriminelle"
"4223",1886,"Q4",NA,"Social pædagog","Indgår i behandlingen af psykisk syge kriminelle"
"4224",1886,"Q5",NA,"Social pædagog","Indgår i behandlingen af psykisk syge kriminelle"
"4225",1886,"Q6",NA,"Social pædagog","Indgår i behandlingen af psykisk syge kriminelle"
"4226",1889,"Q4","MS Word","It konsulent","It løsninger til økonomi - rådgive om bedre løsninger; kravspecifikation og udvikling"
"4227",1889,"Q5",NA,"It konsulent","It løsninger til økonomi - rådgive om bedre løsninger; kravspecifikation og udvikling"
"4228",1889,"Q4","SAP","It konsulent","It løsninger til økonomi - rådgive om bedre løsninger; kravspecifikation og udvikling"
"4229",1889,"Q7",NA,"It konsulent","It løsninger til økonomi - rådgive om bedre løsninger; kravspecifikation og udvikling"
"4230",1889,"Q5","Basware","It konsulent","It løsninger til økonomi - rådgive om bedre løsninger; kravspecifikation og udvikling"
"4231",1889,"Q4","MS Excel","It konsulent","It løsninger til økonomi - rådgive om bedre løsninger; kravspecifikation og udvikling"
"4232",1889,"Q6",NA,"It konsulent","It løsninger til økonomi - rådgive om bedre løsninger; kravspecifikation og udvikling"
"4233",1890,"Q4","MS Word","Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4234",1890,"Q4",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4235",1890,"Q4",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4236",1890,"Q4",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4237",1890,"Q5",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4238",1890,"Q7",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4239",1890,"Q4","Adobe Acrobat Reader","Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4240",1890,"Q5",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4241",1890,"Q6",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4242",1890,"Q5",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4243",1890,"Q7",NA,"Virksomhedskonsulent / socialrådgiver","Forvalte lovgivning; møder på virksomheder adminsitration; tale telefon; skrive mails; skrive journal; registrere elektronisk"
"4244",1894,"Q5",NA,"",""
"4245",1894,"Q4",NA,"",""
"4246",1894,"Q4",NA,"",""
"4247",1894,"Q4",NA,"",""
"4248",1894,"Q7",NA,"",""
"4249",1894,"Q6",NA,"",""
"4250",1894,"Q4","MS Excel 2016","",""
"4251",1894,"Q4","SCCM Server","",""
"4252",1894,"Q4","Mozilla Firefox","",""
"4253",1894,"Q4","Google Chrome","",""
"4254",1894,"Q4","F5 VPN","",""
"4255",1894,"Q4","Internet Explorer","",""
"4256",1899,"Q7","KMD","socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4257",1899,"Q4","MS Office 2010","socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4258",1899,"Q6","MS Office 2010","socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4259",1899,"Q6","MS Office 2010","socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4260",1899,"Q7","CSC","socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4261",1899,"Q4",NA,"socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4262",1899,"Q4","CSC","socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4263",1899,"Q7",NA,"socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4264",1899,"Q4","KMD","socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4265",1899,"Q5",NA,"socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4266",1899,"Q5","MS Office","socialkonsulent","rådgivning; vejledning; behandling;supervision; terapi;"
"4267",1900,"Q4","Google Sheets","Lærer","Undervisning"
"4268",1900,"Q6","Læsløs","Lærer","Undervisning"
"4269",1900,"Q4","Google Drive","Lærer","Undervisning"
"4270",1900,"Q4","Google Slides","Lærer","Undervisning"
"4271",1900,"Q5","Facebook","Lærer","Undervisning"
"4272",1900,"Q5",NA,"Lærer","Undervisning"
"4273",1900,"Q4","Google Docs","Lærer","Undervisning"
"4274",1900,"Q7",NA,"Lærer","Undervisning"
"4275",1900,"Q4","MS Publisher","Lærer","Undervisning"
"4276",1911,"Q5",NA,"Forlagsassistent","Redaktør"
"4277",1911,"Q6",NA,"Forlagsassistent","Redaktør"
"4278",1911,"Q7",NA,"Forlagsassistent","Redaktør"
"4279",1911,"Q4",NA,"Forlagsassistent","Redaktør"
"4280",1912,"Q4","BCC Mail Manager","Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4281",1912,"Q7",NA,"Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4282",1912,"Q4","MS Excel","Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4283",1912,"Q4",NA,"Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4284",1912,"Q4","COSMIC","Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4285",1912,"Q4","Bookplan","Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4286",1912,"Q4","MS Office","Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4287",1912,"Q4","Radiometer","Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4288",1912,"Q6",NA,"Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4289",1912,"Q5",NA,"Bioanalytiker","Kvalitetssikring af apparatur; kalibrering og kontrol bestemmelser; blodprøvetagning"
"4290",1914,"Q5",NA,"Revisor","Revsion"
"4291",1914,"Q4","MS Excel","Revisor","Revsion"
"4292",1914,"Q7",NA,"Revisor","Revsion"
"4293",1914,"Q6",NA,"Revisor","Revsion"
"4294",1914,"Q4",NA,"Revisor","Revsion"
"4295",1914,"Q4","Calculator","Revisor","Revsion"
"4296",1918,"Q4",NA,"Sagsbehandler","Sagsbehandling"
"4297",1918,"Q4","MS Excel","Sagsbehandler","Sagsbehandling"
"4298",1918,"Q5",NA,"Sagsbehandler","Sagsbehandling"
"4299",1918,"Q6",NA,"Sagsbehandler","Sagsbehandling"
"4300",1918,"Q7",NA,"Sagsbehandler","Sagsbehandling"
"4301",1922,"Q7",NA,"",""
"4302",1922,"Q4",NA,"",""
"4303",1922,"Q6",NA,"",""
"4304",1922,"Q4",NA,"",""
"4305",1922,"Q4","MS Office","",""
"4306",1922,"Q5",NA,"",""
"4307",1926,"Q4","MS Office","System Administrator","Servicering af IT allround"
"4308",1926,"Q6",NA,"System Administrator","Servicering af IT allround"
"4309",1926,"Q7","Google Chrome","System Administrator","Servicering af IT allround"
"4310",1926,"Q5","Google Chrome","System Administrator","Servicering af IT allround"
"4311",1929,"Q7",NA,"kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4312",1929,"Q4","MS Navision","kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4313",1929,"Q6",NA,"kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4314",1929,"Q4","Apple Mail","kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4315",1929,"Q4","MS Word","kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4316",1929,"Q4",NA,"kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4317",1929,"Q4","MS Excel","kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4318",1929,"Q4",NA,"kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4319",1929,"Q5",NA,"kontorassistent","passer telefon; ekspedere kunder; skriver i exel; skriver i word; arkiverer; frankerer post; kasseopgørelse;"
"4320",1934,"Q4","SurveyGizmo","Senior konsulent","Pas"
"4321",1934,"Q7",NA,"Senior konsulent","Pas"
"4322",1934,"Q4",NA,"Senior konsulent","Pas"
"4323",1934,"Q6",NA,"Senior konsulent","Pas"
"4324",1934,"Q4",NA,"Senior konsulent","Pas"
"4325",1934,"Q4",NA,"Senior konsulent","Pas"
"4326",1934,"Q5","Acubiz","Senior konsulent","Pas"
"4327",1934,"Q4","MS Office 2013","Senior konsulent","Pas"
"4328",1940,"Q4",NA,"Software Engineer","Programmering"
"4329",1940,"Q4","MS Visual Studio","Software Engineer","Programmering"
"4330",1940,"Q4","MS Visual Studio","Software Engineer","Programmering"
"4331",1940,"Q7","MS Visual Studio Team Services","Software Engineer","Programmering"
"4332",1940,"Q5",NA,"Software Engineer","Programmering"
"4333",1940,"Q6",NA,"Software Engineer","Programmering"
"4334",1946,"Q6",NA,"Kommunikationskonsulent","Analyser; rådgivning; skriver"
"4335",1946,"Q4","MS Word","Kommunikationskonsulent","Analyser; rådgivning; skriver"
"4336",1946,"Q5",NA,"Kommunikationskonsulent","Analyser; rådgivning; skriver"
"4337",1946,"Q4","MS Excel","Kommunikationskonsulent","Analyser; rådgivning; skriver"
"4338",1946,"Q4","MS Powerpoint","Kommunikationskonsulent","Analyser; rådgivning; skriver"
"4339",1946,"Q7","SurveyMonkey","Kommunikationskonsulent","Analyser; rådgivning; skriver"
"4340",1946,"Q4","MS Visio","Kommunikationskonsulent","Analyser; rådgivning; skriver"
"4341",1946,"Q4","MS OneNote","Kommunikationskonsulent","Analyser; rådgivning; skriver"
"4342",1949,"Q6","MS Office 365","salgsdirektør","styre sælgerkorpset"
"4343",1949,"Q7",NA,"salgsdirektør","styre sælgerkorpset"
"4344",1949,"Q5","MS Office 365","salgsdirektør","styre sælgerkorpset"
"4345",1949,"Q4","MS Office 365","salgsdirektør","styre sælgerkorpset"
"4346",1952,"Q7",NA,"lærer","Undervisning"
"4347",1952,"Q4",NA,"lærer","Undervisning"
"4348",1952,"Q5",NA,"lærer","Undervisning"
"4349",1952,"Q6",NA,"lærer","Undervisning"
"4350",1958,"Q6","Sygdom.dk","Sygeplejerske","Udfylder sygdoms rapport blodtryk væskeskema temperatur puls"
"4351",1958,"Q5","Sygdom.dk","Sygeplejerske","Udfylder sygdoms rapport blodtryk væskeskema temperatur puls"
"4352",1958,"Q4","MS Word","Sygeplejerske","Udfylder sygdoms rapport blodtryk væskeskema temperatur puls"
"4353",1958,"Q7","InVision","Sygeplejerske","Udfylder sygdoms rapport blodtryk væskeskema temperatur puls"
"4354",1959,"Q5",NA,"Technical assistant","Flytte tal fra en kolonne til en anden"
"4355",1959,"Q4","SAP","Technical assistant","Flytte tal fra en kolonne til en anden"
"4356",1959,"Q6",NA,"Technical assistant","Flytte tal fra en kolonne til en anden"
"4357",1959,"Q4","MS Edge","Technical assistant","Flytte tal fra en kolonne til en anden"
"4358",1959,"Q4",NA,"Technical assistant","Flytte tal fra en kolonne til en anden"
"4359",1959,"Q4","Google Chrome","Technical assistant","Flytte tal fra en kolonne til en anden"
"4360",1959,"Q7","MS Sharepoint","Technical assistant","Flytte tal fra en kolonne til en anden"
"4361",1959,"Q4","Adobe Acrobat","Technical assistant","Flytte tal fra en kolonne til en anden"
"4362",1959,"Q4","Teamcenter (Siemens)","Technical assistant","Flytte tal fra en kolonne til en anden"
"4363",1959,"Q4",NA,"Technical assistant","Flytte tal fra en kolonne til en anden"
"4364",1959,"Q4","MS Excel","Technical assistant","Flytte tal fra en kolonne til en anden"
"4365",1959,"Q4","MS Word","Technical assistant","Flytte tal fra en kolonne til en anden"
"4366",1965,"Q4","Gyldendal","Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4367",1965,"Q7",NA,"Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4368",1965,"Q6","Classroom","Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4369",1965,"Q4","Google Apps for Education (GAFE)","Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4370",1965,"Q7","Google Apps for Education (GAFE)","Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4371",1965,"Q5",NA,"Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4372",1965,"Q4","InStat Scout","Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4373",1965,"Q7","PS Praktisk Sprog","Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
"4374",1965,"Q4","PS Praktisk Sprog","Lærer/ it-medarbejder","Underviser og it-medarbejder på folkeskole"
